180.3,73.9
160,70.2
172.7,95.3
165.1,61.7
188,55.4
190.5,100
165.1,156.6
165,60.9
170.2,75.4
175.3,79
154.9,67.8
160,70.1
175.3,168.3
172.7,68.3
172.7,113.9
160,89.2
193,87.1
167.6,72.6
167.6,79.8
177.8,117
170.2,82.2
170.2,103.3
162.6,73.9
180.3,71.4
188,104.3
165.1,70.9
152.4,55.3
149.9,52.6
160,83.9
180.3,86.1
182.9,108.3
172.7,82.2
162.5,44.9
190.5,116.6
165.1,64.4
177.8,121.7
162.6,90.7
151.8,110.7
157.5,54.3
172.7,78.4
188,83.9
165.1,117
157.5,46.5
165.1,62.8
170.2,102.7
182.9,112
180.3,55.2
170.2,39.3
185.4,112.7
177.8,90.7
177.8,120.7
162.6,82.2
177.8,88.7
162.6,64
180.3,91
172.7,102.9
177.8,86.2
160,53.4
172.7,26.9
162.6,90.3
149.9,79.7
165.1,88
161.3,87
167.5,57.1
177.8,85.7
167.6,104.4
172.7,77.5
162.6,68.8
177.8,77.1
165.1,32.2
180.3,86.2
165.1,53.1
167.6,38.6
167.6,71.1
162.6,122.7
167.6,65.7
160,64.4
152.4,55
166.4,147.9
154.9,45.4
177.8,88.9
172.7,67.3
165.1,97.8
172.7,73.2
170.2,96.6
154.9,70.6
197.9,89.5
170.2,90.7
175.3,120.2
172.7,63.9
185.4,54.7
149.9,54.6
154.9,66.4
167.6,92.7
190.5,87.2
182.9,80.7
152.4,76.2
167.6,100
182.9,86.8
160,118.8
167.6,26
180.3,69.7
172.7,70
160,89.8
182.9,84.8
170.2,72.5
160,73.9
160,65.9
167.6,66.7
167.6,68.5
157.5,79.2
175.3,100
170.2,80.6
175.3,79.8
180.3,120.2
170.2,71.5
165.1,50.3
157.5,61.7
157.5,72.4
185.4,129.6
188,106.6
172.7,81.3
185.4,49
157.4,86.1
162.6,91.6
177.8,84.4
185.4,101.6
152.4,51.7
180.3,96
149.9,68.9
157.5,117.9
167.6,63.5
167.6,63.2
162.6,42.9
177.8,36.7
177.8,69.8
170,103.9
170.2,78.1
172.7,70.3
167.6,105
157.5,68
172.7,69.6
183,92.1
165.1,88.8
162.6,79.3
180.3,79.8
172.7,114.3
195.59,88.6
180.3,117.6
160,52.4
154.9,72
152.4,63.9
161.3,78
182.9,57.2
182.8,96.1
182.9,66
188,88.8
162.6,65.7
162.6,84.5
170.2,88
162.6,56.9
177.8,77.7
157.5,29.1
177.8,81.2
182.9,82.2
170.2,74.9
172.7,113.2
170.2,57.2
177.8,94
180.3,40
154.3,50.8
180.3,94.8
170.2,38.6
172.7,79.7
160,72.6
162.6,83.55
157.5,71.5
175.2,85.7
160,65.7
170.2,98.9
170.2,91.6
172.7,75.5
149.9,83.1
165.1,67.7
154.9,46.81
180.3,122.9
157.5,68
154.9,82.1
167.6,103
182.9,87.9
182.9,113.2
162.6,65.8
160,75.7
193,186
175.3,83.8
172.7,50.1
175.3,67.3
162.6,84.1
170.2,68
167,77.5
157.5,47.4
160,55
160,58.5
165.1,73.7
154.9,77.56
165.1,50.8
172.7,94.8
163.8,79.4
162.6,83.9
182.9,98
165.1,72.5
167.6,113.4
179.1,82.5
162.6,74.4
182.9,106.6
162.6,75.7
170.2,55.7
182.9,102.5
165.1,56.9
170.2,141.8
162.6,79.7
177.8,70.4
175.3,76.4
154.9,64.8
167.6,86.6
162.6,74
165.1,54.9
165.1,84.2
167.6,79.5
180.3,117.9
168,134.7
157.5,87.5
180.3,86.18
172.7,96.3
177.8,81.4
170.2,68
160,48.1
188,97.5
172.7,101.5
173,80.4
160,94.3
152.4,52.7
162.6,68.4
162.6,91.1
180.3,99.8
162.6,85.3
165.1,44.5
165.1,115.6
167.6,76.4
154.9,77.7
165.1,95.5
185.4,83.9
171.5,122.5
182.9,44
179.1,86.4
182.9,105.6
154.9,57.8
172.7,81.4
172.7,57.2
160,88.3
170.2,49.89
172.7,76.1
172.7,100.3
172.7,75.75
167.6,80.4
151.1,56.8
175.3,98.3
170.2,95.3
170.2,71
187.9,86.5
180.3,28.8
172.7,60.3
154.9,49.4
175.3,65.3
175.3,43.2
170.2,88.1
179.1,71.2
142.2,50.7
157.5,86.3
160,87.5
160,63.5
162.6,32.2
172.7,66.1
162.6,69.1
158,60.5
182.9,153.7
162.6,48.3
185.4,126.7
172.7,76.9
153.2,47.4
189.2,100.4
177.8,95
167.6,47
154.9,62.1
149.9,99.7
171.5,39.7
177.8,92.3
167.6,61.5
162.6,53
167.6,46.3
182.9,106.8
172.7,106.6
167.6,64.5
180.3,64.1
160,68
172.7,75.6
172.7,83.5
165.1,68.2
180.3,90.3
182.9,136
167.6,85.5
168.9,83.3
175.3,90
154.9,110.9
180.3,128.8
177.8,86.6
172.7,74.9
177.8,91.7
172.7,52.1
172.7,96.8
180.3,87
165.1,91
172.7,94.3
149,52
180.3,89.8
165.1,60.8
172.7,111.4
170.2,97.1
175.3,84.1
160,32.3
167.6,66.1
177.8,95.1
152.4,63.5
193,103.6
162.6,78.6
165.1,105.8
180,159.9
152,81.4
170.2,83
175.3,95.2
182.9,61.6
162.6,67.4
193,87.6
182.8,84.5
157.5,29.3
167.6,35.2
172.7,69.5
177.8,78.5
165.1,186
182,91
154.9,107.9
188,81.6
175,116.5
180.3,93.9
162.6,59
180,146
180.3,60.9
162.6,63.7
177.8,68
154.9,56
165.1,79.4
175.3,119.7
177,70.3
157.5,108.9
157.5,39
172.7,88.7
154.9,79.6
152.4,104.4
175.3,78.2
167.6,99.79
154.9,38.6
176.5,111.1
160,79.1
177.8,119.9
157.5,86.2
162.6,86.2
177.8,79.3
188,81.8
162.6,31.3
177.8,37.8
172.7,83.4
157.5,55.2
167.6,61.7
170.2,79
182.9,116.9
170.2,58.8
185.4,102.5
167.6,83.9
182.9,104.1
160,78.2
167.6,47.8
180.3,53.6
160,83.4
185.4,66.7
185.4,72.6
177.8,91.2
170.2,82.2
167.6,119
177,143.7
157.5,86.8
160,54.3
165.1,51.8
152.4,50.5
177.8,92.5
157.5,101.6
185.4,41.7
172.7,87.8
170.2,66.7
175.3,86.1
172.7,71.5
182.9,80.2
180.3,88.5
188,186
154.9,65.8
167.7,78.9
152.4,68.6
172.7,115.7
162.6,106.6
175.3,88.7
185.4,46.2
177.8,26.9
172.7,38.1
182.8,125
170.2,74.8
149.9,68.04
170.2,70.1
172.7,98
167.6,79.4
172.7,136
170.2,87
173,63.5
177.8,127
170,139.7
182.9,81.6
167.6,70.8
160,60.3
154.9,70.7
182.9,115
180.3,104.3
162.6,113.3
177.8,115.7
165.1,74.6
165,71.1
162.6,108.8
172.7,96.9
165.1,33.3
144.8,39.55
162.6,58.9
149.8,72.5
165.1,66
152.4,69.3
182.9,110
182.9,99.4
175,186
168.9,64.9
179.1,75.2
170.2,86.2
188,103
172.7,68.5
154.9,84.8
187.9,25.2
180.3,99.5
162.6,36.4
182.9,93.1
182.9,100.3
172.7,75.8
177.8,107
170.2,72.9
185.4,117
157.5,72.5
157.5,41
167.6,62.7
152.4,46.6
157.5,70.3
160,68.9
180.3,101.1
172.7,102.5
157.5,77.1
160,88.9
167.6,51.7
170.2,107.5
188,123.6
147.3,41.7
154.9,53
160,66.7
162.6,61.1
168.9,160.7
167.6,52.3
162.6,70.8
182.9,54.8
177.8,70.1
162.6,48.9
168.9,65.8
182.9,115
182.9,100.7
157.5,59.4
182.9,81.7
165.1,63.5
172.7,68.4
172.7,85.7
161.3,93.7
167.6,102.1
188,83.1
165.1,83.4
185.4,92.9
180.3,108.2
160,108
154.9,95.6
154.9,54.4
170,87.8
175.3,52.1
170.2,97.5
165.1,77.5
165.1,95.4
172.7,77
180.3,103.8
180.3,82.1
137.2,38.9
160,88.1
165.1,84.7
182.9,131.3
156.2,82.2
182.9,112.8
185.4,100.6
185.4,68.2
152.4,64.6
172.7,25.5
175.3,25.3
162.6,79.5
154.9,46.9
147.3,75.5
182.9,84.9
174,116.1
160,55.2
170.2,68
177.8,29.1
172.7,85.5
161.3,78.2
160,71.6
180.2,41.6
180.3,70
170.2,68
154.8,80.9
165.1,29.3
167.6,83.5
162.6,102.4
182.9,125
167.6,67
152.4,48.9
165.1,58.7
147.3,80.5
170.2,66.7
195.59,71.8
175.3,98.7
150,56.38
170.2,75.1
170.2,37
170.2,68.9
162.6,65.8
175.3,92.6
172.7,75.4
182.9,113.2
180,126
180.3,136.1
193,88.2
165.1,62.6
175.3,62.9
158,62
167.6,63.8
162.6,116
180.3,113.2
177.8,103.7
163,94.5
182.9,97.5
152.4,59.4
152.4,71.2
175.3,85.7
167.6,64.3
177.8,186
157.5,69.9
157.5,92.53
172.7,33.8
182.9,91.8
161.3,68.9
154.2,68.4
177.8,71.8
160,101.8
190.5,104.9
167.6,76.1
179,54.3
167.6,52.7
188,104.7
172.7,97
180.3,77.1
172.7,58.1
175.3,49.7
177.8,75.8
172.7,118.4
172.7,86.18
152.4,69.8
180.3,72.3
162.6,52.2
177.8,81.5
157.7,69.4
188,113.4
172.7,54.9
195.59,129.4
154.9,37.7
182.9,82.55
170.2,103.4
152.4,76.2
177,75.4
165.1,110.2
160,82.9
175.3,88.3
170.2,125.5
180.3,88.9
172.7,90.9
157.5,51.71
175.3,55.8
170.2,73.03
182.9,90.4
182.9,81.6
170.2,99.3
182.9,31.8
153.8,36.7
165,108.8
182.9,140.6
182.8,82.1
182.9,29.6
167.6,83.6
182.9,112.9
157.5,86.5
165.1,92.3
182.8,94.7
160,90.95
154.9,60.5
160,38.3
139.7,74.8
180.3,110.9
167.6,72.5
157.5,52.6
162.6,77.7
185.4,96.2
170.2,119.3
157.5,90
157.5,59
162.6,81.4
172.7,132.7
180.3,132.5
152.4,37.8
160,90.7
160,60.6
165.1,105.1
175.3,173.7
172.7,103.2
172.7,78.2
155.2,98.9
172.7,91.8
165.1,81.2
167.6,69
160,58.4
162.6,37.6
172.7,65.7
167.6,65.3
160,93.8
157.5,58.5
170.2,65.3
172.7,76.5
170.2,59
162.6,63.1
172.7,69.4
175.3,103.2
165.1,63.5
170.2,47.9
188,86.2
188,77.6
167.6,87.9
162.6,60.7
182.9,75.2
190.5,65.7
162.6,45.7
182.9,68
182.9,136.1
157,53.3
193,111.6
178,128.7
162.6,65.5
172.7,70.1
152.4,45.5
180.3,82.1
167,93.2
177.8,52.9
182.9,88.9
160,62.3
193,79.6
162.6,42.5
175.3,185
157.5,63.6
185.4,68.1
154.9,70.4
157.5,58.26
172.7,76.8
175.3,77.1
182.9,144
194.3,111.1
170.2,37.5
176.5,104.2
137.2,80.1
165.1,124.9
188,97.4
